subjekt,cena,status,ic
mivvy a.s.,1500.0,,
"ALEX FOX Central Europe, s.r.o",1500.0,,
DUKLA - Strojírny Kolín s.r.o.,1500.0,,
"lv plan, s.r.o.",1500.0,,
iwis antriebssysteme spol. s r,1500.0,,
ALGECO s.r.o.,1500.0,,
"DSK Praha, domy stavěné na klí",1500.0,,
"DS engineering PLUS, a.s.",1500.0,,
h-projekt s.r.o.,1500.0,,
"LITOLAB, spol. s r. o.",1500.0,,
Design4function s.r.o.,1500.0,,
E L P R O M  spol. s r.o.,1500.0,,
LIEBHERR-STAVEBNÍ STROJE CZ s.,1500.0,,
"SWN Moravia, s.r.o.",1500.0,,
"ABA Šumperk, společnost s ruče",1500.0,,
MĚSTSKÁ ČÁST PRAHA 4,1500.0,,
"SYNER VHS Vysočina, a.s.",1500.0,,
ABIRON s.r.o.,1500.0,,
"ABITEC, s.r.o.",1500.0,,
LEMBERK CO s.r.o.,1500.0,,
SaP spol. s r.o.,1500.0,,
Duktus litinové systémy s.r.o,1500.0,,
"Schachermayer, spol. s r.o.",1500.0,,
Deufol Česká republika a.s.,1500.0,,
"Dopravně inženýrská kancelář,",1500.0,,
Schody Stadler s.r.o.,1500.0,,
"ADKON, spol. s.r.o.",1500.0,,
Schäfer - Menk  s.r.o.,1500.0,,
ADTEC s.r.o.,1500.0,,
ČESKÁ ŠKOLNÍ INSPEKCE,1500.0,,
"Inženýring PO a BOZP, s.r.o.",1500.0,,
KUBÝ s.r.o.,1500.0,,
Serv - All s.r.o.,1500.0,,
"ZKM Praha, s.r.o.",1500.0,,
Mias OC spol. s r.o.,1500.0,,
ARCIMPEX s.r.o.,1500.0,,
VOLTRON s.r.o.,1500.0,,
Atelier GHM veřejná obchodní s,1500.0,,
VODNÍ CESTY a.s.,1500.0,,
"VNP,s.r.o.",1500.0,,
"VMV, spol. s r. o.",1500.0,,
CB s.r.o.,1500.0,,
VMS projekt s.r.o.,1500.0,,
"TRITREG - TŘINEC, s. r. o.",1500.0,,
"MEROS, spol. s r.o.",1500.0,,
TRUHLAŘÍK s.r.o.,1500.0,,
Atlas Copco s.r.o.,1500.0,,
TRUST-ts spol. s r.o.,1500.0,,
VK - Montera s.r.o.,1500.0,,
KOMASTAV DS s.r.o.,1500.0,,
"CAMEA, spol. s r.o.",1500.0,,
VIDOX s.r.o.,1500.0,,
AutoCont Holding a.s.,1500.0,,
"KANOS, spol. s r.o.",1500.0,,
MESSY s.r.o.,1500.0,,
C.A.I.S.architekti s.r.o.,1500.0,,
METAL FAKTOR s.r.o.,1500.0,,
KARON s.r.o.,1500.0,,
"Bytprům, výrobní družstvo v Os",1500.0,,
VEXTA a.s.,1500.0,,
CE PROGRESS s.r.o.,1500.0,,
"Atelier Arcus,s.r.o.",1500.0,,
"MOVIS Hronov, s. r. o.",1500.0,,
TRIANGL s.r.o.,1500.0,,
Amtest-TM s.r.o.,1500.0,,
TNS SERVIS s.r.o.,1500.0,,
TOBRYS s.r.o.,1500.0,,
TOKOZ a.s.,1500.0,,
CINK - MAPE s.r.o.,1500.0,,
"Aoyama Automotive Fasteners, s",1500.0,,
"TOOL TECH CZ, s.r.o.",1500.0,,
Valašské muzeum v přírodě v Ro,1500.0,,
MEDICEM Technology s.r.o.,1500.0,,
"MTA Ostrava, s.r.o.",1500.0,,
"KONSTRUKTIS DELTA, spol. s r.o",1500.0,,
Architektonický atelier HOLUB,1500.0,,
"K-PROTOS, a.s.",1500.0,,
CHESTERTON ČR s.r.o.,1500.0,,
MSV SYSTEMS CZ s. r. o.,1500.0,,
Arming spol. s r.o.,1500.0,,
MEHLER ENGINEERED PRODUCTS s.r,1500.0,,
VSK Pardubice s.r.o.,1500.0,,
MSSL ADVANCED POLYMERS s.r.o.,1500.0,,
MSR Engines s.r.o.,1500.0,,
"TRANSCON ELECTRONIC SYSTEMS, s",1500.0,,
"CENTROPEN,  a.s.",1500.0,,
"MSA Safety Czech, s.r.o.",1500.0,,
MP DIMS a.s.,1500.0,,
"B.H.engineering, s.r.o.",1500.0,,
DELTA projekt s.r.o.,1500.0,,
"KE-ARM, s.r.o.",1500.0,,
"BIOANALYTIKA CZ, s.r.o.",1500.0,,
Teplárna Týnec s.r.o.,1500.0,,
Teplárna Varnsdorf a.s.,1500.0,,
ITZ spol. s r.o.,1500.0,,
"Terén Design, s.r.o.",1500.0,,
BauCom s.r.o.,1500.0,,
Base System spol. s r.o.,1500.0,,
Texla a.s.,1500.0,,
BITUMAX s.r.o.,1500.0,,
UNIT PLUS s.r.o.,1500.0,,
KKL triomar tech s.r.o.,1500.0,,
"UNISSA plus, SE",1500.0,,
"TopDesign Projekty, s.r.o.",1500.0,,
BZ cranes s.r.o.,1500.0,,
"MITEK INDUSTRIES, spol. s r.o.",1500.0,,
"BOCA, s.r.o.",1500.0,,
MIZ Olomouc s.r.o.,1500.0,,
"Trafo CZ, a.s.",1500.0,,
"MK - MONTOP, s.r.o.",1500.0,,
UNI-EKO s.r.o.,1500.0,,
"BONVER WIN, a.s.",1500.0,,
"ULIMEX, spol. s r.o.",1500.0,,
"BRANDEIS, s.r.o.",1500.0,,
Belohoubek s.r.o.,1500.0,,
"URI ELEKTRO,spol. s r.o.",1500.0,,
"Building Plastics ČR, s.r.o.",1500.0,,
"BFB - studio, spol. s. r.o.",1500.0,,
B.I.C.PRAHA s.r.o.,1500.0,,
Bromach spol. s r.o.,1500.0,,
BAD spol. s r.o.,1500.0,,
VEGUM,1500.0,,
Bohemia Certification s.r.o.,1500.0,,
Technické služby Jeseník a. s.,1500.0,,
METEL,1500.0,,
"BARVY A LAKY TELURIA,s.r.o.",1500.0,,
"MEZ,a.s.",1500.0,,
KNĚZEK s. r. o.,1500.0,,
VAGONKA-DŘEVO Trade s.r.o.,1500.0,,
KM Beta a.s.,1500.0,,
TechnoCentrum s.r.o.,1500.0,,
"KLIMSTAHL, s. r. o.",1500.0,,
BEPOZ s.r.o.,1500.0,,
Technometra Český Brod s.r.o.,1500.0,,
Uponor Infra Fintherm a.s.,1500.0,,
"United Architect Studio, s.r.o",1500.0,,
BEVA s.r.o.,1500.0,,
Teneo 3000 s.r.o.,1500.0,,
"Beskydská stavební, a.s.",1500.0,,
Ungelt Services a.s.,1500.0,,
BEZPO Benešov s.r.o.,1500.0,,
"Ametek elektromotory, s.r.o.",1500.0,,
Alváris Profile Systems s.r.o.,1500.0,,
CN Resources International (CZ,1500.0,,
"YOUR SYSTEM, spol.s r.o.",1500.0,,
Wöhler Bohemia s.r.o.,1500.0,,
ASIX s.r.o.,1500.0,,
Wienerberger cihlářský průmysl,1500.0,,
KPS - VZT spol. s r.o.,1500.0,,
"Střední průmyslová škola, Ress",1500.0,,
Střední škola - Centrum odborn,1500.0,,
Weldkap s.r.o.,1500.0,,
KP ALARM s.r.o.,1500.0,,
ASTRO KOVO PLZEŇ s.r.o.,1500.0,,
"WELL Consulting, s.r.o.",1500.0,,
ATELIER TIŠNOVKA s.r.o.,1500.0,,
WAKE spol. s r.o.,1500.0,,
"JOBI ENERGO, s.r.o.",1500.0,,
"ATMOS Chrást, s.r.o.",1500.0,,
MARINA SERVICE SE,1500.0,,
"MARKoS CZ, s.r.o.",1500.0,,
KOVO VEDA s.r.o.,1500.0,,
Mepla s.r.o.,1500.0,,
"AVEX TRADE, spol. s r.o.",1500.0,,
"JSP International, s.r.o.",1500.0,,
"VÝTAHY KVADRO, v.o.s.",1500.0,,
TABO-CS spol. s r.o.,1500.0,,
"Centrální laboratoř, s.r.o.",1500.0,,
"KRPATA, s.r.o.",1500.0,,
Střední průmyslová škola Vyšší,1500.0,,
"Vesta servis, s.r.o.",1500.0,,
Minova Bohemia s.r.o.,1500.0,,
Mondi Coating Štětí a.s.,1500.0,,
ARIES DATA a.s.,1500.0,,
"ZETOS, spol. s r. o.",1500.0,,
Stavitelství Matourek s.r.o. d,1500.0,,
"ZES Brno, a.s.",1500.0,,
"M & M ELSTAV, s.r.o.",1500.0,,
"DECRO BZENEC,  spol. s r.o.",1500.0,,
ZEMSKÝ Rohatec s.r.o.,1500.0,,
Stora Enso Wood Products Planá,1500.0,,
ZDVIHMONT s.r.o.,1500.0,,
ZC projekty s.r.o.,1500.0,,
"ARTIS A, a.s.",1500.0,,
"Strojírny Prostějov, a.s.",1500.0,,
DAVELO spol. s r.o.,1500.0,,
"ZAMET, spol. s r.o.",1500.0,,
DATA ELPOCOM s.r.o.,1500.0,,
Státní oblastní archiv v Praze,1500.0,,
DAKO spol. s r. o.,1500.0,,
ZAKPLAN s.r.o.,1500.0,,
DAIDO METAL CZECH s.r.o.,1500.0,,
"AS CHEMOPRAG, a.s.",1500.0,,
Střední  škola,1500.0,,
Střední odborné učiliště oprav,1500.0,,
"VÚSAPL, a. s.",1500.0,,
"TANEX, akciová společnost",1500.0,,
MASTR s.r.o.,1500.0,,
"Centre of Excellence Prague, s",1500.0,,
"Jeřáby UB, a. s.",1500.0,,
Air Technology s.r.o.,1500.0,,
TERCIE  PRAHA spol. s r.o.,1500.0,,
TEREA Cheb s.r.o.,1500.0,,
Vodohospodářské projekty s.r.o,1500.0,,
CONTROLSTAV s.r.o.,1500.0,,
"ME - Metal Economic, s.r.o.",1500.0,,
Jihočeské letiště České Budějo,1500.0,,
"Vodní zdroje Lovosice, spol. s",1500.0,,
Magna Automotive (CZ) s.r.o.,1500.0,,
"Maděra a Šípek, spol. s r.o.",1500.0,,
"TESPRA Hodonín, s.r.o.",1500.0,,
"CONSILIUM ai, s.r.o.",1500.0,,
"Alcomex Spring Works, s.r.o.",1500.0,,
"TETRA Security, s.r.o.",1500.0,,
COND KLIMA s.r.o.,1500.0,,
MECAWEL spol. s r.o.,1500.0,,
MaRfinal s.r.o.,1500.0,,
Altamire Č.Budějovice s.r.o.,1500.0,,
THOMAS & GRUNNER s.r.o.,1500.0,,
"COMET SYSTEM, s.r.o.",1500.0,,
Alvey Manex a.s.,1500.0,,
COLOR SPECTRUM a.s,1500.0,,
Agrovýzkum Rapotín s.r.o.,1500.0,,
"Agora, arch.a stav.atelier  s.",1500.0,,
KOVAR a.s.,1500.0,,
Canessa Slovakia s.r.o.,1500.0,,
MATEX HK s.r.o.,1500.0,,
Cech podlahářů České republiky,1500.0,,
"TC MACH, s.r.o.",1500.0,,
MATOUŠEK CZ a.s.,1500.0,,
VÍTKOVICE IT SOLUTIONS a.s.,1500.0,,
AZ KLIMA  a.s.,1500.0,,
AZ PROJECT spol. s r.o.,1500.0,,
Carrier chladicí technika CZ s,1500.0,,
AZET KONZULT - znalecký ústav,1500.0,,
"Vyšší odborná škola, Střední p",1500.0,,
MAURING spol. s r.o.,1500.0,,
"TELMO, spol. s r.o.",1500.0,,
"TECH-TRADE, s.r.o.",1500.0,,
KOVO - PLAZMA s.r.o.,1500.0,,
"Medexim, spol. s r.o.",1500.0,,
CZ TEPLO s.r.o..,1500.0,,
CZ Projekt Neratovice s.r.o.,1500.0,,
CZ BIJO a.s.,1500.0,,
TEDES spol. s r.o.,1500.0,,
Addfood s. r. o.,1500.0,,
Aerocem spol. s r.o.,1500.0,,
JVP Praha a.s.,1500.0,,
EKOKLIMA akciová společnost,1500.0,,
PAMPUS AUTOMOTIVE s.r.o.,1500.0,,
STAVOKONTROL s.r.o.,1500.0,,
SENSES PLUS  s.r.o.,1500.0,,
ELSPOL spol. s r. o.,1500.0,,
PROMOS s.r.o.,1500.0,,
HK STAVBY s.r.o.,1500.0,,
ORISTA s.r.o.,1500.0,,
Frýdlantská vodárenská společn,1500.0,,
SELM s.r.o.,1500.0,,
Město Veselí nad Moravou,1500.0,,
HIBIS s.r.o.,1500.0,,
"PROJEKT2010,s.r.o.",1500.0,,
ELPOL Police s.r.o.,1500.0,,
SEAL ELECTRONIC  s. r. o.,1500.0,,
PROJEKCE s.r.o.,1500.0,,
"OSC, a.s.",1500.0,,
"ELPLAST - KPZ Rokycany, spol.",1500.0,,
ELPLAST - International s.r.o.,1500.0,,
SETERM CB a.s.,1500.0,,
G-MONT CR s.r.o.,1500.0,,
SEVA Controls s.r.o.,1500.0,,
"OSEVA,AGRO Brno, spol. s r.o.",1500.0,,
"HES, s.r.o.",1500.0,,
"Fremenit, spol. s r.o.",1500.0,,
INPROS F-M s.r.o.,1500.0,,
HOLONA&POŠTULKA ELEKTROMONTÁŽE,1500.0,,
Město České Velenice,1500.0,,
PYROKON PRAHA s.r.o.,1500.0,,
SANELA spol. s r.o.,1500.0,,
EMVT  s.r.o.,1500.0,,
EMKOMETER s.r.o.,1500.0,,
"PUMPA,a.s.",1500.0,,
OMB composites a.s.,1500.0,,
Město Žamberk,1500.0,,
Feromont cz s.r.o.,1500.0,,
OMRON ELECTRONICS spol. s r.o.,1500.0,,
"SCHLIKE - DOMI, spol. s r.o.",1500.0,,
ELTEMIX s.r.o.,1500.0,,
SCHNEEBERGER Mineralgusstechni,1500.0,,
PROVOS - metalplast s.r.o.,1500.0,,
HLUBNA chemické výrobní družst,1500.0,,
"INPRELOG, spol. s r. o.",1500.0,,
PROVALVE ČR s.r.o.,1500.0,,
Fortis,1500.0,,
"PROTIS Ostrava Inženýring, s.r",1500.0,,
OPTIMAL Engineering spol. s r.,1500.0,,
"ELTEST,spol. s r.o.",1500.0,,
GAF s.r.o.,1500.0,,
SH - SERVIS s.r.o.,1500.0,,
HERTZ elektromontážní a obchod,1500.0,,
"POHL cz, a.s., oz Opava",1500.0,,
SIOPS spol. s r.o.,1500.0,,
"GEOCENTRUM, spol. s r.o. zeměm",1500.0,,
"POZEMNÍ KOMUNIKACE BOHEMIA,a.s",1500.0,,
"SIT Controls ČR, s.r.o.",1500.0,,
ELICONTROL s.r.o.,1500.0,,
"INVEST TEL, s.r.o.",1500.0,,
"Oblastní nemocnice Kolín, a.s.",1500.0,,
Oblastní nemocnice Trutnov a.s,1500.0,,
ELEKTROVÝROBA CZ s.r.o.,1500.0,,
ELEKTROPOHONY spol. s r.o.,1500.0,,
GALL s.r.o.,1500.0,,
ELEKTROPLAN s.r.o.,1500.0,,
"SMV projekt, s.r.o.",1500.0,,
Město Neveklov,1500.0,,
GMD spol. s r.o.,1500.0,,
SOLETANCHE Česká republika s.r,1500.0,,
"SOMA, spol. s r.o.",1500.0,,
"IPS Konstrukt, spol. s r.o.",1500.0,,
Město Milovice,1500.0,,
"ELEKTRO-ŠTAIF, s.r.o.",1500.0,,
SINOP CB a.s.,1500.0,,
HC KREDIT Kraslice s.r.o.,1500.0,,
Obec Francova Lhota,1500.0,,
SIMO-CZ s.r.o.,1500.0,,
SIAD Czech spol. s r.o.,1500.0,,
ELMOS LIBEREC s.r.o.,1500.0,,
"OZT-OBCHODNÍ ZAŘÍZENÍ TOUŽIM,",1500.0,,
PREVENCE - Víšek s.r.o.,1500.0,,
"ELMO Schoř, s.r.o.",1500.0,,
GAVA s.r.o.,1500.0,,
"SIGMA PUMPY HRANICE, s.r.o.",1500.0,,
PREMO Majliš s.r.o,1500.0,,
SIGMA-ENERGO s.r.o.,1500.0,,
Město Sokolov,1500.0,,
PREFA Troubelice a.s.,1500.0,,
SIGNUM spol. s r.o.,1500.0,,
PREFA Grygov a.s.,1500.0,,
Město Slaný,1500.0,,
SILBA s.r.o.,1500.0,,
SILNICE MORAVA,1500.0,,
SILNICE.CZ s. r. o.,1500.0,,
"HEATEST, s.r.o.",1500.0,,
"GEMCO, s.r.o.",1500.0,,
ENEKO spol. s r.o.,1500.0,,
SALIP PROJEKT s.r.o.,1500.0,,
Město Lázně Bohdaneč,1500.0,,
RODENTICA CS spol. s r.o.,1500.0,,
"Nemocnice Prachatice, a.s.",1500.0,,
"Nemocnice Tábor, a.s.",1500.0,,
RGV a.s. BŘECLAV,1500.0,,
Hanácká kyselka s.r.o.,1500.0,,
RH elektroprojekt s.r.o.,1500.0,,
Promat s.r.o.,1500.0,,
"NEUMAN EL,spol. s r.o.",1500.0,,
ROBE lighting s.r.o.,1500.0,,
"IEC fire stop, s.r.o.",1500.0,,
European Commercial Products s,1500.0,,
NN STEEL s.r.o.,1500.0,,
"ROHDE & SCHWARZ závod Vimperk,",1500.0,,
ROJEK dřevoobráběcí stroje a.s,1500.0,,
ETK Kolín a.s.,1500.0,,
"IKON, s.r.o.",1500.0,,
Projects Installation Partners,1500.0,,
ProjectSoft HK a.s.,1500.0,,
ROVEX ENGINEERING s.r.o.,1500.0,,
RSF Elektronik spol. s r.o.,1500.0,,
ESP I. s.r.o.,1500.0,,
"IAN BRYAN ARCHITECTS, s.r.o.",1500.0,,
Enelpro s.r.o.,1500.0,,
"FREKOMOS, s.r.o.",1500.0,,
Hradecká elektrotechnická kanc,1500.0,,
Elektro plyn,1500.0,,
"Elektro Moravia, s.r.o.",1500.0,,
"Hinton, a.s.",1500.0,,
RAVOS spol. s r.o.,1500.0,,
Elektric-Hranice s.r.o.,1500.0,,
RD Rýmařov s.r.o.,1500.0,,
Hope Global Europe s.r.o.,1500.0,,
Elektromontáže Čekan,1500.0,,
EkoWATT CZ s.r.o.,1500.0,,
REKOSAN spol. s r.o.,1500.0,,
První železářská společnost Kl,1500.0,,
NOVAQUA s.r.o.,1500.0,,
EXX s.r.o.,1500.0,,
"Nehlsen Třinec, s.r.o.",1500.0,,
Nemak Slovakia s.r.o.,1500.0,,
"I N G P R O    P R A H A, s.r.",1500.0,,
Hermany - stavební spol. s r.o,1500.0,,
"Henniges Hranice, s.r.o.",1500.0,,
Emco spol. s r. o.,1500.0,,
Helgos s.r.o.,1500.0,,
"NBS Invest, a.s.",1500.0,,
RUB Aluminium s.r.o.,1500.0,,
ESMAT s.r.o.,1500.0,,
"FORMPLAST PURKERT, s.r.o.",1500.0,,
ENGLOBER s.r.o.,1500.0,,
Platex s.r.o.,1500.0,,
"Rossignol Technology CZ, s.r.o",1500.0,,
"Rovina,a.s.",1500.0,,
FOMEI a.s.,1500.0,,
Městys Pozořice,1500.0,,
"ENERGOTEST,s.r.o.",1500.0,,
"INFRASPOL, s.r.o.",1500.0,,
"Městský dopravní podnik Opava,",1500.0,,
HOUFEK a.s.,1500.0,,
"FAS MANINY, s.r.o.",1500.0,,
S-B s.r.o.,1500.0,,
S-projekt plus a.s.,1500.0,,
"FORVIA CZ, s.r.o.",1500.0,,
S.M.ELEKTRO s.r.o.,1500.0,,
"PavEx Consulting, s.r.o.",1500.0,,
SAFECONTROL s.r.o.,1500.0,,
Paris tp s.r.o.,1500.0,,
FRAMAX s.r.o.,1500.0,,
"SAKOL - ekotechnologie, spol.s",1500.0,,
FLB a.s.,1500.0,,
"ENIKA, spol. s r.o.",1500.0,,
"Polivka, Hörmann & Partners s.",1500.0,,
HTK a.s.,1500.0,,
Novibra Boskovice s.r.o.,1500.0,,
ProMinenst Systems s. r. o.,1500.0,,
ProLogis Czech Management II,1500.0,,
NAVI Elektro s.r.o.,1500.0,,
FEBE SCRAP s.r.o.,1500.0,,
Prevent Morava s.r.o.,1500.0,,
"Prestar, s.r.o.",1500.0,,
"RWE Energo, s.r.o.",1500.0,,
"ERIS, s.r.o.",1500.0,,
ERGO - DAT spol. s r.o.,1500.0,,
Národní rada osob se zdravotní,1500.0,,
EP Chvaletice s.r.o.,1500.0,,
"HW PROJEKT, s.r.o.",1500.0,,
Relineeurpoe Liner GmbH & CO.,1500.0,,
"FIALIFT, s.r.o.",1500.0,,
"Resim, s.r.o.",1500.0,,
"FILÁK, s.r.o.",1500.0,,
"Porgest,a.s",1500.0,,
HUDECZEK SERVICE s. r. o.,1500.0,,
"SOVIS CZ, a.s.",1500.0,,
"PROWENA, s.r.o.",1500.0,,
"Elektro-Sychra, s.r.o.",1500.0,,
PCH výroba a projekty s.r.o.,1500.0,,
Město Kostelec nad Orlicí,1500.0,,
"SPA, spol. s r.o.",1500.0,,
STATUS stavební a.s.,1500.0,,
"PELIT servis, s.r.o.",1500.0,,
PLOSAB s.r.o.,1500.0,,
"ISS Computers, s.r.o.",1500.0,,
"HA.EM OSTRAVA, s.r.o.",1500.0,,
PJ ATELIER s.r.o.,1500.0,,
IRLA technik s.r.o.,1500.0,,
Město Jemnice,1500.0,,
STAVITELSTVÍ BLÁBOLIL s.r.o.,1500.0,,
PAVLUN s.r.o.,1500.0,,
"ELEKON, s.r.o.",1500.0,,
ISO-Damašek-metrolologie,1500.0,,
"PKP-Servis, spol. s r.o.",1500.0,,
HARKO s.r.o.,1500.0,,
"Galvex, spol. s r.o.",1500.0,,
PLASTIKA a.s.,1500.0,,
"ELEKTRO PLUS, spol. s r.o.",1500.0,,
"STAVGAZ Jihlava, s.r.o.",1500.0,,
STAVING CB s.r.o.,1500.0,,
STARMON s.r.o.,1500.0,,
"Getinge Czech Republic, s.r.o.",1500.0,,
"STAVING, spol. s r.o.",1500.0,,
PILANA a.s.,1500.0,,
STAVBYZOR s.r.o.,1500.0,,
ISOTRA a.s.,1500.0,,
"STAMINA, s.r.o.",1500.0,,
"PBA INTERNATIONAL PRAGUE, spol",1500.0,,
GRAFTA CONSULTING s.r.o.,1500.0,,
Generali Pojišťovna a.s.,1500.0,,
EASTHORN CLINICAL SERVICES IN,1469.0,,
Retigo s.r.o.,1260.0,,
LATECOERE Czech Republic s.r.o,1260.0,,
KOVOLIS HEDVIKOV a.s.,1200.0,,
Obchodní akademie a Jazyková š,1176.0,,
MD projekt s.r.o.,1000.0,,
"FERRAM STROJÍRNA, s.r.o.",1000.0,,
Aktivit spol.m s.r.o.,1000.0,,
KOSSTA TŘEBÍZ s.r.o.,1000.0,,
MDS Engineering k.s.,1000.0,,
Aqua Gas Strakonice s.r.o.,1000.0,,
"Glatt - Pharma, spol. s r.o.",1000.0,,
KONSTRUKTIVA LOKUS a.s.,1000.0,,
KyraStav spol. s r.o.,1000.0,,
FEROPLAST spol. s r.o.,1000.0,,
Vodohospodářská společnost Vrc,1000.0,,
"FERMATA,  a. s.",1000.0,,
FEREX-ŽSO spol.s r.o.,1000.0,,
Vodohospodářská společnost Ben,1000.0,,
KONSTRUKTPOL s.r.o.,1000.0,,
Vodní zdroje Holešov a.s.,1000.0,,
"Vodohospodářské služby RT, s.r",1000.0,,
"3S Sedlak, s.r.o.",1000.0,,
Archifabrika s.r.o.,1000.0,,
Požární ochrana - Bezpečnost p,1000.0,,
Vodárenská Svitavy s.r.o.,1000.0,,
HAAR CZ s.r.o.,1000.0,,
"Povodí Labe, státní podnik",1000.0,,
FAMFULÍK s.r.o.,1000.0,,
"Čevela, spol. s r.o.",1000.0,,
VWS MEMSEP s.r.o,1000.0,,
Čuchal,1000.0,,
KOUBA ENGINEERING s.r.o.,1000.0,,
FEVIA s.r.o.,1000.0,,
KONSTRUKTIVA KONSIT a.s.,1000.0,,
FESTRA BRNOs.r.o.,1000.0,,
HUTNÍ PROJEKT OSTRAVA a.s.,1000.0,,
čermák&kozák s.r.o.,1000.0,,
Archilab s.r.o.,1000.0,,
Air Bank a.s.,1000.0,,
MC Systems & Services s.r.o.,1000.0,,
Vodní zdroje Ekomonitor spol.,1000.0,,
Alcan Strojmetal Aluminium,1000.0,,
"HYDRAP, spol. s r.o.",1000.0,,
FENCL SAFETY s.r.o.,1000.0,,
Národní pedagogické muzeum a k,1000.0,,
Amari Metals s.r.o.,1000.0,,
PBS Písek,1000.0,,
"HYDROPOL PROJECT & MANAGEMENT,",1000.0,,
"Pro-Ark, s.r.o.",1000.0,,
"GiTy,a.s.",1000.0,,
Variotec s.r.o.,1000.0,,
MEDIKA projekt Karlovy Vary sp,1000.0,,
ŠINDLAR s.r.o.,1000.0,,
"P R O M O N T, a.s.",1000.0,,
"Vaněk - výroba nábytku, spol.",1000.0,,
Vamberecká voda s.r.o.,1000.0,,
Valášek spol. s r. o.,1000.0,,
"LANGER Consulting, s.r.o.",1000.0,,
Aqualia infraestructuras inžen,1000.0,,
3+1 architekti,1000.0,,
"Apollo Metal, spol. s r.o.",1000.0,,
Probase CZ s.r.o.,1000.0,,
FARA s.r.o.,1000.0,,
FANSTAV a.s.,1000.0,,
"Velvana, a. s.",1000.0,,
"Primagra, a.s.",1000.0,,
FEBE TRADE s.r.o.,1000.0,,
KORADO-CB spol. s r.o.,1000.0,,
PBK Chrudim a.s.,1000.0,,
Vodafone Czech Republic,1000.0,,
Alfa Laval spol. s r.o.,1000.0,,
"KÁMEN Zbraslav, a.s.",1000.0,,
VisionSystems s.r.o.,1000.0,,
HYDRO-KONEKO s.r.o.,1000.0,,
Precheza a.s.,1000.0,,
"FEHAS group, s.r.o.",1000.0,,
KONTROL s.r.o.,1000.0,,
ŠARK s.r.o.,1000.0,,
Alien technik s.r.o.,1000.0,,
KOVALSYSTEMS a.s.,1000.0,,
AlphaLighting CZ s.r.o.,1000.0,,
HAAD company s.r.o.,1000.0,,
"PressMetal-CZ, spol.s.r.o.",1000.0,,
ArcDesign s.r.o.,1000.0,,
Prettl Automotive Czech s.r.o.,1000.0,,
Prevence 4U s.r.o.,1000.0,,
Prefa Brno a.s.,1000.0,,
"3win Consulting, spol. s r.o.",1000.0,,
Vodárenská správa Písek s.r.o.,1000.0,,
AgPOL s.r.o.,1000.0,,
PEG spol. s r.o.,1000.0,,
AV služby,1000.0,,
MARPO s.r.o.,1000.0,,
"KOVO-LEMINI, s.r.o.",1000.0,,
"Kuličkové šrouby Kuřim,a.s.",1000.0,,
AVE CZ  odpadové hospodářství,1000.0,,
Výskumný ústav chemických vlák,1000.0,,
Výrobní družstvo SOROA.,1000.0,,
Petrojet Trade s.r.o.,1000.0,,
Východočeská s.r.o.,1000.0,,
"AVEKO Servomotory, s.r.o.",1000.0,,
"Vítkovice Cylinders, a.s.",1000.0,,
Vávra servis s.r.o.,1000.0,,
"FORMEX, s.r.o.",1000.0,,
AVERRO 2000 s.r.o.,1000.0,,
"PEEM, spol. s r.o.",1000.0,,
"AVERS, spol. s r.o.",1000.0,,
HP Elektron s.r.o.,1000.0,,
HP LAK s.r.o.,1000.0,,
AVL Moravia s.r.o.,1000.0,,
AVM Elektro sig. s.r.o.,1000.0,,
VÝTAHY Tempír s.r.o.,1000.0,,
"OK PLAN ARCHITECTS, s.r.o.",1000.0,,
"KOVOHUTĚ ROKYCANY, a. s.",1000.0,,
"MARKÝZA CZ, s.r.o.",1000.0,,
GeoBen s.r.o.,1000.0,,
Výzkumný ústav mlékárenský s.r,1000.0,,
"KOVOMETAL-KS, s.r.o.",1000.0,,
Vědecko-technologický park Ost,1000.0,,
FORWARD Line a.s.,1000.0,,
ATP Atelier s.r.o.,1000.0,,
ATREA s.r.o.,1000.0,,
"Výzkumný ústav pícninářský, sp",1000.0,,
"MAPO-MONT, s.r.o.",1000.0,,
ATRIMA spol. s r.o.,1000.0,,
MARCADOR spol. s r.o.,1000.0,,
Výzkumný ústav organických syn,1000.0,,
AUDACIO s.r.o.,1000.0,,
AUTO MOTIVE INDUSTRIAL a.s.,1000.0,,
MAREGS Security spol. s r.o.,1000.0,,
A plus spol. s r.o.,1000.0,,
Výzkumný ústav anorganické che,1000.0,,
A V S - KOVO s.r.o.,1000.0,,
AURA - engineering Hranice s.,1000.0,,
"KOVOLINE, s.r.o.",1000.0,,
Výtahy-Elektro Žižka spol. s r,1000.0,,
Pavlínek s.r.o.,1000.0,,
HORMEN CE a.s.,1000.0,,
České sdružení pro výtahovou t,1000.0,,
PilsFree z.s.,1000.0,,
"A 32, spol. s r.o.",1000.0,,
"MARX systems, s.r.o.",1000.0,,
Abydos s.r.o.,1000.0,,
"AZ elektroprojekce, s.r.o.",1000.0,,
FIŠKA s.r.o.,1000.0,,
"FIRPRO, s.r.o.",1000.0,,
Podroužek,1000.0,,
FIREL spol. s r.o.,1000.0,,
"AZOS CZ, s.r.o.",1000.0,,
AZP Brno s.r.o.,1000.0,,
"AZS 98, s.r.o.",1000.0,,
MAUTING s.r.o.,1000.0,,
Abete dřevostavby s.r.o.,1000.0,,
